NECK_TO_HEAD.x,NECK_TO_HEAD.y,NECK_TO_HEAD.z,TORSO_TO_NECK.x,TORSO_TO_NECK.y,TORSO_TO_NECK.z,NECK_TO_RIGHTSHOULDER.x,NECK_TO_RIGHTSHOULDER.y,NECK_TO_RIGHTSHOULDER.z,RIGHTSHOULDER_TO_RIGHTELBOW.x,RIGHTSHOULDER_TO_RIGHTELBOW.y,RIGHTSHOULDER_TO_RIGHTELBOW.z,RIGHTELBOW_TO_RIGHTHAND.x,RIGHTELBOW_TO_RIGHTHAND.y,RIGHTELBOW_TO_RIGHTHAND.z,NECK_TO_LEFTSHOULDER.x,NECK_TO_LEFTSHOULDER.y,NECK_TO_LEFTSHOULDER.z,LEFTSHOULDER_TO_LEFTELBOW.x,LEFTSHOULDER_TO_LEFTELBOW.y,LEFTSHOULDER_TO_LEFTELBOW.z,LEFTELBOW_TO_LEFTHAND.x,LEFTELBOW_TO_LEFTHAND.y,LEFTELBOW_TO_LEFTHAND.z,TORSO_TO_RIGHTHIP.x,TORSO_TO_RIGHTHIP.y,TORSO_TO_RIGHTHIP.z,TORSO_TO_LEFTHIP.x,TORSO_TO_LEFTHIP.y,TORSO_TO_LEFTHIP.z,answer
0.114432,-0.979793,0.164044,0.13286,-0.988029,0.0783961,-0.935452,-0.151141,-0.31951,-0.26332,0.839855,-0.474664,-0.410092,0.765136,0.496379,0.935452,0.151141,0.31951,0.522473,0.852562,0.01266,0.0395398,0.759265,0.649579,-0.523844,0.825852,-0.208701,0.284185,0.956406,0.0672859,stand
0.116961,-0.980707,0.156631,0.133942,-0.988505,0.0701245,-0.939961,-0.149141,-0.30697,-0.277106,0.848323,-0.451176,-0.418599,0.756026,0.50319,0.939961,0.149141,0.30697,0.517676,0.855524,0.00946356,0.0468153,0.770606,0.63559,-0.525141,0.828298,-0.195317,0.283292,0.95657,0.0686986,stand
0.11934,-0.981213,0.151586,0.133119,-0.989162,0.0619463,-0.949257,-0.145219,-0.278969,-0.299187,0.871921,-0.387608,-0.408268,0.741773,0.532061,0.949257,0.145219,0.278969,0.511793,0.858733,-0.0254053,0.0583448,0.788989,0.611631,-0.522648,0.834547,-0.174273,0.281471,0.957562,0.0620425,stand
0.122475,-0.981094,0.149847,0.132312,-0.989467,0.0587171,-0.955739,-0.143059,-0.257095,-0.314471,0.891792,-0.325293,-0.406905,0.755318,0.513735,0.955739,0.143059,0.257095,0.517207,0.851883,-0.082413,0.0597422,0.807455,0.586896,-0.522562,0.837157,-0.161544,0.282557,0.957671,0.055035,stand
0.1256,-0.981737,0.142892,0.131862,-0.989779,0.0543089,-0.974218,-0.139518,-0.177299,-0.357269,0.891433,-0.278758,-0.381627,0.752333,0.536988,0.974218,0.139518,0.177299,0.476926,0.866663,-0.14641,0.0939547,0.811819,0.576301,-0.525178,0.842036,-0.123141,0.285355,0.958112,0.0243678,stand
0.121603,-0.981405,0.148513,0.12607,-0.990272,0.058895,-0.988996,-0.130097,-0.070435,-0.418839,0.867618,-0.267979,-0.320099,0.727126,0.60731,0.988996,0.130097,0.070435,0.448981,0.862697,-0.232743,0.1249,0.838348,0.530634,-0.524217,0.847553,-0.0827716,0.294701,0.955277,-0.0244491,stand
0.118022,-0.980784,0.155349,0.117752,-0.990893,0.0653061,-0.991841,-0.114122,0.0568073,-0.468693,0.862351,-0.191514,-0.300121,0.687858,0.660892,0.991841,0.114122,-0.0568073,0.417253,0.86723,-0.271684,0.154296,0.860192,0.486069,-0.510367,0.859177,-0.0366111,0.295153,0.95186,-0.0827477,stand
0.111148,-0.982871,0.147005,0.107385,-0.992308,0.0615946,-0.977888,-0.0942368,0.186692,-0.521872,0.847159,-0.0998552,-0.276154,0.665881,0.693067,0.977888,0.0942368,-0.186692,0.39661,0.864368,-0.30914,0.180121,0.880656,0.43818,-0.486471,0.873521,0.0175127,0.28932,0.948282,-0.130596,stand
0.114424,-0.982629,0.146107,0.10594,-0.992278,0.0645069,-0.958984,-0.084803,0.270476,-0.544147,0.838627,-0.0246863,-0.257872,0.692541,0.673713,0.958984,0.0848028,-0.270476,0.388472,0.85073,-0.354046,0.207954,0.894336,0.39613,-0.471106,0.88088,0.0459408,0.275959,0.946942,-0.164765,stand
0.114995,-0.983079,0.142588,0.104692,-0.992021,0.0702368,-0.928403,-0.0721718,0.364498,-0.539625,0.837315,0.0877991,-0.120775,0.806827,0.578311,0.928403,0.0721718,-0.364498,0.362238,0.850073,-0.382307,0.242193,0.908098,0.341614,-0.448635,0.890721,0.0730983,0.254861,0.945408,-0.203099,stand
0.120229,-0.981987,0.145761,0.104332,-0.99065,0.0879062,-0.884918,-0.0521292,0.46282,-0.508281,0.850444,0.135626,0.00953773,0.899304,0.43722,0.884918,0.0521292,-0.46282,0.360201,0.83597,-0.414016,0.273802,0.916078,0.292975,-0.424752,0.900843,0.0898146,0.230936,0.939468,-0.253116,stand
0.129509,-0.979697,0.153039,0.104674,-0.989172,0.10287,-0.82165,-0.0277412,0.569317,-0.49556,0.851818,0.169787,0.0897465,0.94095,0.326433,0.82165,0.0277412,-0.569317,0.370491,0.830339,-0.416261,0.290388,0.918638,0.267916,-0.401824,0.908401,0.115522,0.207394,0.928969,-0.306602,stand
