NECK_TO_HEAD.x,NECK_TO_HEAD.y,NECK_TO_HEAD.z,TORSO_TO_NECK.x,TORSO_TO_NECK.y,TORSO_TO_NECK.z,NECK_TO_RIGHTSHOULDER.x,NECK_TO_RIGHTSHOULDER.y,NECK_TO_RIGHTSHOULDER.z,RIGHTSHOULDER_TO_RIGHTELBOW.x,RIGHTSHOULDER_TO_RIGHTELBOW.y,RIGHTSHOULDER_TO_RIGHTELBOW.z,RIGHTELBOW_TO_RIGHTHAND.x,RIGHTELBOW_TO_RIGHTHAND.y,RIGHTELBOW_TO_RIGHTHAND.z,NECK_TO_LEFTSHOULDER.x,NECK_TO_LEFTSHOULDER.y,NECK_TO_LEFTSHOULDER.z,LEFTSHOULDER_TO_LEFTELBOW.x,LEFTSHOULDER_TO_LEFTELBOW.y,LEFTSHOULDER_TO_LEFTELBOW.z,LEFTELBOW_TO_LEFTHAND.x,LEFTELBOW_TO_LEFTHAND.y,LEFTELBOW_TO_LEFTHAND.z,TORSO_TO_RIGHTHIP.x,TORSO_TO_RIGHTHIP.y,TORSO_TO_RIGHTHIP.z,TORSO_TO_LEFTHIP.x,TORSO_TO_LEFTHIP.y,TORSO_TO_LEFTHIP.z,answer
0.119126,-0.890926,-0.438246,0.104729,-0.909294,-0.40276,-0.55956,-0.388682,0.731996,-0.362191,0.205392,0.909193,0.221958,-0.966918,-0.125714,0.55956,0.388682,-0.731996,0.816578,0.321419,-0.479469,0.292763,-0.934686,-0.201624,-0.328664,0.664168,0.671462,0.138311,0.988534,0.0605821,101
0.127213,-0.892397,-0.43295,0.114067,-0.914834,-0.387386,-0.560881,-0.38115,0.734941,-0.350301,0.19753,0.915571,0.242932,-0.95855,-0.148884,0.560881,0.38115,-0.734941,0.757628,0.3137,-0.572357,0.31377,-0.934913,-0.165786,-0.338166,0.671611,0.659229,0.130937,0.990389,0.0445463,101
0.129906,-0.894526,-0.427724,0.124613,-0.9148,-0.384205,-0.551009,-0.385833,0.739948,-0.341296,0.178203,0.922909,0.274102,-0.940455,-0.20103,0.551009,0.385833,-0.739948,0.695079,0.273095,-0.665044,0.328568,-0.934613,-0.13617,-0.343837,0.669262,0.658684,0.1175,0.992301,0.0391544,101
0.127449,-0.902612,-0.411154,0.128737,-0.917715,-0.3758,-0.508576,-0.386427,0.769431,-0.315747,0.169007,0.933671,0.283619,-0.931968,-0.225823,0.508576,0.386427,-0.769431,0.608344,0.243753,-0.755316,0.370951,-0.904084,-0.212197,-0.329911,0.671494,0.663516,0.0961085,0.99519,0.0189853,101
0.124347,-0.90903,-0.397747,0.130566,-0.918778,-0.372558,-0.477119,-0.387633,0.788732,-0.296068,0.158202,0.941974,0.284564,-0.934155,-0.215355,0.477119,0.387633,-0.788732,0.597102,0.247384,-0.763066,0.29894,-0.942358,-0.150319,-0.318252,0.672237,0.668441,0.081085,0.996673,0.00829185,101
0.133576,-0.909122,-0.394531,0.139788,-0.915996,-0.376047,-0.424896,-0.398529,0.812797,-0.249238,0.133757,0.959161,0.270989,-0.922071,-0.276315,0.424896,0.398529,-0.812797,0.506224,0.236544,-0.829327,0.296843,-0.952696,-0.0652298,-0.304797,0.665095,0.681724,0.0508874,0.998703,0.0013229,101
0.14172,-0.91148,-0.386159,0.152476,-0.914039,-0.375878,-0.38273,-0.405264,0.830228,-0.215873,0.129215,0.967834,0.272685,-0.916062,-0.294065,0.38273,0.405264,-0.830228,0.465985,0.145338,-0.872774,0.262588,-0.963024,-0.0602651,-0.298574,0.660757,0.688661,0.0215746,0.99975,-0.00581264,101
0.156479,-0.911427,-0.380545,0.16633,-0.913912,-0.370268,-0.308075,-0.40487,0.860912,-0.206919,0.132718,0.969314,0.278243,-0.913067,-0.298142,0.308075,0.40487,-0.860913,0.447373,0.184277,-0.875157,0.2185,-0.973825,-0.0626392,-0.279953,0.660741,0.696454,-0.0222033,0.99947,-0.0238241,101
0.182072,-0.905004,-0.38447,0.192019,-0.907933,-0.37254,-0.171197,-0.404777,0.898247,-0.22577,0.149696,0.962611,0.302932,-0.913503,-0.271558,0.171197,0.404777,-0.898247,0.38524,0.245317,-0.889612,0.214602,-0.973417,0.0800347,-0.245973,0.655874,0.713671,-0.102961,0.994008,-0.0366963,101
0.135499,-0.990257,-0.0321175,0.138522,-0.987972,-0.0687281,-0.806554,-0.152813,0.571068,-0.417079,0.866543,0.274133,-0.192912,0.780648,0.594452,0.806554,0.152813,-0.571068,0.214026,0.607418,-0.765007,0.304889,0.945565,0.113792,-0.464785,0.832164,0.302453,0.213415,0.960658,-0.177736,102
